================================================================================
TCP Conversations
Filter:<No Filter>
                                                           |       <-      | |       ->      | |     Total     |    Relative    |   Duration   |
                                                           | Frames  Bytes | | Frames  Bytes | | Frames  Bytes |      Start     |              |
192.168.1.16:44978         <-> 139.9.197.222:30146              3 224 bytes       4 296 bytes       7 520 bytes    39.472204000         0.0256
127.0.0.1:45750            <-> 127.0.0.1:60160                  3 224 bytes       4 296 bytes       7 520 bytes    39.474239000         1.0063
127.0.0.1:45808            <-> 127.0.0.1:60160                  3 224 bytes       4 296 bytes       7 520 bytes    40.187088000        10.0679
127.0.0.1:49410            <-> 127.0.0.1:60138                  3 224 bytes       4 296 bytes       7 520 bytes    40.488801000         1.1979
127.0.0.1:49438            <-> 127.0.0.1:60138                  3 224 bytes       4 296 bytes       7 520 bytes    41.686534000        10.2113
127.0.0.1:37574            <-> 127.0.0.1:60122                  3 224 bytes       4 296 bytes       7 520 bytes    42.434598000        10.0718
127.0.0.1:47140            <-> 127.0.0.1:60176                  3 224 bytes       4 296 bytes       7 520 bytes    42.741689000        10.2926
127.0.0.1:47144            <-> 127.0.0.1:60176                  3 224 bytes       4 296 bytes       7 520 bytes    42.742661000        10.2110
127.0.0.1:37630            <-> 127.0.0.1:60122                  3 224 bytes       4 296 bytes       7 520 bytes    43.728736000         9.1318
127.0.0.1:39104            <-> 127.0.0.1:60164                  3 224 bytes       4 296 bytes       7 520 bytes    45.033232000         0.9264
127.0.0.1:39128            <-> 127.0.0.1:60164                  3 224 bytes       4 296 bytes       7 520 bytes    45.959648000        10.2092
127.0.0.1:47184            <-> 127.0.0.1:60139                  3 224 bytes       4 296 bytes       7 520 bytes    45.973572000        10.1338
2409:8a55:d0b2:e540:de23:c792:b390:8748:47734 <-> 2001:4860:4842:400:::443         0 0 bytes         7 700 bytes       7 700 bytes    46.172264000        64.8508
127.0.0.1:43832            <-> 127.0.0.1:60145                  3 224 bytes       4 296 bytes       7 520 bytes    47.167099000         1.2419
192.168.1.16:41470         <-> 172.217.119.4:443                0 0 bytes         7 560 bytes       7 560 bytes    47.878111000        64.8514
127.0.0.1:46130            <-> 127.0.0.1:60146                  3 224 bytes       4 296 bytes       7 520 bytes    48.292992000         1.3831
127.0.0.1:43882            <-> 127.0.0.1:60145                  3 224 bytes       4 296 bytes       7 520 bytes    48.409074000        10.0865
127.0.0.1:46114            <-> 127.0.0.1:60160                  3 224 bytes       4 296 bytes       7 520 bytes    49.474251000         1.0942
127.0.0.1:46228            <-> 127.0.0.1:60146                  3 224 bytes       4 296 bytes       7 520 bytes    49.738121000        10.0843
127.0.0.1:46172            <-> 127.0.0.1:60160                  3 224 bytes       4 296 bytes       7 520 bytes    50.253648000        10.1513
127.0.0.1:49786            <-> 127.0.0.1:60138                  3 224 bytes       4 296 bytes       7 520 bytes    50.489404000         1.3374
127.0.0.1:49850            <-> 127.0.0.1:60138                  3 224 bytes       4 296 bytes       7 520 bytes    51.897974000        10.1092
127.0.0.1:37984            <-> 127.0.0.1:60122                  3 224 bytes       4 296 bytes       7 520 bytes    52.507254000        10.0902
127.0.0.1:47546            <-> 127.0.0.1:60176                  3 224 bytes       4 296 bytes       7 520 bytes    52.739004000         0.3965
127.0.0.1:47554            <-> 127.0.0.1:60176                  3 224 bytes       4 296 bytes       7 520 bytes    52.755629000        10.1638
192.168.1.16:40550         <-> 139.199.15.235:30176             3 224 bytes       4 296 bytes       7 520 bytes    53.036349000         0.0287
127.0.0.1:38088            <-> 127.0.0.1:60122                  3 224 bytes       4 296 bytes       7 520 bytes    53.728772000         9.2170
127.0.0.1:39570            <-> 127.0.0.1:60164                  3 224 bytes       4 296 bytes       7 520 bytes    55.025566000         1.0508
127.0.0.1:47642            <-> 127.0.0.1:60139                  3 224 bytes       4 296 bytes       7 520 bytes    55.972269000         1.5341
127.0.0.1:47654            <-> 127.0.0.1:60139                  3 224 bytes       4 296 bytes       7 520 bytes    56.107253000        10.0845
127.0.0.1:39608            <-> 127.0.0.1:60164                  3 224 bytes       4 296 bytes       7 520 bytes    56.168908000        10.0590
127.0.0.1:44344            <-> 127.0.0.1:60145                  3 224 bytes       4 296 bytes       7 520 bytes    57.166968000         1.4403
127.0.0.1:46640            <-> 127.0.0.1:60146                  3 224 bytes       4 296 bytes       7 520 bytes    58.294220000         1.6190
127.0.0.1:44402            <-> 127.0.0.1:60145                  3 224 bytes       4 296 bytes       7 520 bytes    58.606323000        10.1929
192.168.1.16:39866         <-> 113.45.75.182:30145              3 224 bytes       4 296 bytes       7 520 bytes    58.711231000         0.0219
127.0.0.1:46646            <-> 127.0.0.1:60160                  3 224 bytes       4 296 bytes       7 520 bytes    59.477361000         1.1874
127.0.0.1:46744            <-> 127.0.0.1:60146                  3 224 bytes       4 296 bytes       7 520 bytes    59.913254000        10.0856
127.0.0.1:46696            <-> 127.0.0.1:60160                  3 224 bytes       4 296 bytes       7 520 bytes    60.405935000        10.0650
127.0.0.1:37284            <-> 127.0.0.1:60138                  3 224 bytes       4 296 bytes       7 520 bytes    60.490036000         1.6031
127.0.0.1:37322            <-> 127.0.0.1:60138                  3 224 bytes       4 296 bytes       7 520 bytes    62.093083000        10.1033
127.0.0.1:38458            <-> 127.0.0.1:60122                  3 224 bytes       4 296 bytes       7 520 bytes    62.598317000        10.1423
127.0.0.1:48018            <-> 127.0.0.1:60176                  3 224 bytes       4 296 bytes       7 520 bytes    62.738855000         0.4264
127.0.0.1:48034            <-> 127.0.0.1:60176                  3 224 bytes       4 296 bytes       7 520 bytes    62.919496000        10.0782
127.0.0.1:38518            <-> 127.0.0.1:60122                  3 224 bytes       4 296 bytes       7 520 bytes    63.728911000         9.3003
127.0.0.1:40030            <-> 127.0.0.1:60164                  3 224 bytes       4 296 bytes       7 520 bytes    65.027619000         1.3267
127.0.0.1:48098            <-> 127.0.0.1:60139                  3 224 bytes       4 296 bytes       7 520 bytes    65.972260000         1.6162
127.0.0.1:48106            <-> 127.0.0.1:60139                  3 224 bytes       4 296 bytes       7 520 bytes    66.191874000        10.0830
127.0.0.1:40076            <-> 127.0.0.1:60164                  3 224 bytes       4 296 bytes       7 520 bytes    66.355462000        10.0820
127.0.0.1:44818            <-> 127.0.0.1:60145                  3 224 bytes       4 296 bytes       7 520 bytes    67.167214000         1.5519
127.0.0.1:47158            <-> 127.0.0.1:60146                  3 224 bytes       4 296 bytes       7 520 bytes    68.286164000         1.7836
127.0.0.1:44912            <-> 127.0.0.1:60145                  3 224 bytes       4 296 bytes       7 520 bytes    68.799065000        10.2009
127.0.0.1:47126            <-> 127.0.0.1:60160                  3 224 bytes       4 296 bytes       7 520 bytes    69.474521000         1.2759
192.168.1.16:44280         <-> 8.138.215.39:30139               3 224 bytes       4 296 bytes       7 520 bytes    69.746351000         0.0214
127.0.0.1:47252            <-> 127.0.0.1:60146                  3 224 bytes       4 296 bytes       7 520 bytes    70.070175000        10.0830
127.0.0.1:47200            <-> 127.0.0.1:60160                  3 224 bytes       4 296 bytes       7 520 bytes    70.471228000        10.0706
127.0.0.1:37784            <-> 127.0.0.1:60138                  3 224 bytes       4 296 bytes       7 520 bytes    70.487562000         1.7704
127.0.0.1:37826            <-> 127.0.0.1:60138                  3 224 bytes       4 296 bytes       7 520 bytes    72.257524000        10.2373
127.0.0.1:38964            <-> 127.0.0.1:60122                  3 224 bytes       4 296 bytes       7 520 bytes    72.743427000        10.0770
127.0.0.1:48516            <-> 127.0.0.1:60176                  3 224 bytes       4 296 bytes       7 520 bytes    72.746079000         0.5474
127.0.0.1:48540            <-> 127.0.0.1:60176                  3 224 bytes       4 296 bytes       7 520 bytes    72.997903000        10.0912
127.0.0.1:39028            <-> 127.0.0.1:60122                  3 224 bytes       4 296 bytes       7 520 bytes    73.728640000         9.3849
127.0.0.1:40526            <-> 127.0.0.1:60164                  3 224 bytes       4 296 bytes       7 520 bytes    75.026922000         1.5095
127.0.0.1:48612            <-> 127.0.0.1:60139                  3 224 bytes       4 296 bytes       7 520 bytes    75.972816000         1.6655
127.0.0.1:40586            <-> 127.0.0.1:60164                  3 224 bytes       4 296 bytes       7 520 bytes    76.537243000        10.0691
127.0.0.1:45268            <-> 127.0.0.1:60145                  3 224 bytes       4 296 bytes       7 520 bytes    77.173905000         1.7403
127.0.0.1:48670            <-> 127.0.0.1:60139                  3 224 bytes       4 296 bytes       7 520 bytes    77.639142000        10.0873
127.0.0.1:47564            <-> 127.0.0.1:60146                  3 224 bytes       4 296 bytes       7 520 bytes    78.286366000         1.9419
127.0.0.1:45326            <-> 127.0.0.1:60145                  3 224 bytes       4 296 bytes       7 520 bytes    78.999294000        10.2017
127.0.0.1:47540            <-> 127.0.0.1:60160                  3 224 bytes       4 296 bytes       7 520 bytes    79.480334000         1.3494
127.0.0.1:47636            <-> 127.0.0.1:60146                  3 224 bytes       4 296 bytes       7 520 bytes    80.228419000        10.0828
127.0.0.1:38164            <-> 127.0.0.1:60138                  3 224 bytes       4 296 bytes       7 520 bytes    80.488103000         1.9108
127.0.0.1:47586            <-> 127.0.0.1:60160                  3 224 bytes       4 296 bytes       7 520 bytes    80.542574000        10.0678
192.168.1.16:42374         <-> 111.230.32.195:30176             3 224 bytes       4 296 bytes       7 520 bytes    80.801664000         0.0272
192.168.1.16:39770         <-> 110.41.11.205:30176              3 224 bytes       4 296 bytes       7 520 bytes    80.838289000         0.0285
192.168.1.16:46176         <-> 113.45.250.7:30176               3 224 bytes       4 296 bytes       7 520 bytes    80.853055000         0.0210
127.0.0.1:38272            <-> 127.0.0.1:60138                  3 224 bytes       4 296 bytes       7 520 bytes    82.494917000        10.1157
127.0.0.1:48944            <-> 127.0.0.1:60176                  3 224 bytes       4 296 bytes       7 520 bytes    82.739119000         0.6329
127.0.0.1:48966            <-> 127.0.0.1:60176                  3 224 bytes       4 296 bytes       7 520 bytes    83.089808000        10.0784
127.0.0.1:39420            <-> 127.0.0.1:60122                  3 224 bytes       4 296 bytes       7 520 bytes    83.113473000        10.0846
127.0.0.1:39460            <-> 127.0.0.1:60122                  3 224 bytes       4 296 bytes       7 520 bytes    83.728770000         9.6327
192.168.1.16:40158         <-> 124.71.56.164:30122              3 224 bytes       4 296 bytes       7 520 bytes    84.775762000         0.0311
127.0.0.1:40960            <-> 127.0.0.1:60164                  3 224 bytes       4 296 bytes       7 520 bytes    85.030263000         1.7232
127.0.0.1:49036            <-> 127.0.0.1:60139                  3 224 bytes       4 296 bytes       7 520 bytes    85.973648000         1.8536
127.0.0.1:41008            <-> 127.0.0.1:60164                  3 224 bytes       4 296 bytes       7 520 bytes    86.754289000        10.0733
127.0.0.1:45688            <-> 127.0.0.1:60145                  3 224 bytes       4 296 bytes       7 520 bytes    87.167696000         1.9463
127.0.0.1:49094            <-> 127.0.0.1:60139                  3 224 bytes       4 296 bytes       7 520 bytes    87.828126000        10.0829
127.0.0.1:47992            <-> 127.0.0.1:60146                  3 224 bytes       4 296 bytes       7 520 bytes    88.289563000         2.0992
127.0.0.1:45788            <-> 127.0.0.1:60145                  3 224 bytes       4 296 bytes       7 520 bytes    89.199262000        10.1872
127.0.0.1:47996            <-> 127.0.0.1:60160                  3 224 bytes       4 296 bytes       7 520 bytes    89.491098000         1.4165
127.0.0.1:48096            <-> 127.0.0.1:60146                  3 224 bytes       4 296 bytes       7 520 bytes    90.388929000        10.0774
127.0.0.1:38616            <-> 127.0.0.1:60138                  3 224 bytes       4 296 bytes       7 520 bytes    90.487185000         2.1943
127.0.0.1:48056            <-> 127.0.0.1:60160                  3 224 bytes       4 296 bytes       7 520 bytes    90.907570000        10.1138
127.0.0.1:38688            <-> 127.0.0.1:60138                  3 224 bytes       4 296 bytes       7 520 bytes    92.681458000        10.2293
127.0.0.1:49352            <-> 127.0.0.1:60176                  3 224 bytes       4 296 bytes       7 520 bytes    92.739070000         0.6855
127.0.0.1:49374            <-> 127.0.0.1:60176                  3 224 bytes       4 296 bytes       7 520 bytes    93.168922000        10.0763
127.0.0.1:39842            <-> 127.0.0.1:60122                  3 224 bytes       4 296 bytes       7 520 bytes    93.359999000        10.1738
127.0.0.1:39866            <-> 127.0.0.1:60122                  3 224 bytes       4 296 bytes       7 520 bytes    93.729571000         9.7488
127.0.0.1:41336            <-> 127.0.0.1:60164                  3 224 bytes       4 296 bytes       7 520 bytes    95.028487000         1.9126
127.0.0.1:49404            <-> 127.0.0.1:60139                  3 224 bytes       4 296 bytes       7 520 bytes    95.978434000         2.0321
127.0.0.1:41384            <-> 127.0.0.1:60164                  3 224 bytes       4 296 bytes       7 520 bytes    96.941114000        10.0638
127.0.0.1:46064            <-> 127.0.0.1:60145                  3 224 bytes       4 296 bytes       7 520 bytes    97.167335000         2.1306
127.0.0.1:49554            <-> 127.0.0.1:60139                  3 224 bytes       4 296 bytes       7 520 bytes    98.011056000        10.0865
127.0.0.1:48458            <-> 127.0.0.1:60146                  3 224 bytes       4 296 bytes       7 520 bytes    98.292734000         2.2763
127.0.0.1:46218            <-> 127.0.0.1:60145                  3 224 bytes       4 296 bytes       7 520 bytes    99.387078000        10.0824
127.0.0.1:48414            <-> 127.0.0.1:60160                  3 224 bytes       4 296 bytes       7 520 bytes    99.474899000         1.7277
